"submission_id","itemname","felicity_rating","sentence","mirativity","valence","noteworthiness","felicity_mean","felicity_sd"
2278,"Item15",4,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","-","-","+",4.29166666666667,1.9189726783753
2278,"Item6",2,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","-","+","-",5.73958333333333,2.08374557324907
2278,"Item14",5,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are normal compared to similar cookies, but she is still very happy about them.<br>She says, <q>What a cookie!</q>","-","+","-",5.73958333333333,2.08374557324907
2278,"Item7",2,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","-","-","+",4.29166666666667,1.9189726783753
2278,"Item8",2,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","-","-","-",3.19791666666667,1.87290818987993
2279,"Item8",1,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","+","-","-",3.36458333333333,1.80128487280121
2279,"Item3",1,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","-","-","+",4.29166666666667,1.9189726783753
2279,"Item13",8,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is more soothing than most similar creams, and she feels very positive about it.<br>She says, <q>What a cream!</q>","+","+","+",8.15625,1.51711724558193
2279,"Item10",5,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is typical compared to similar soups, but she is still very happy about it.<br>She says, <q>What a broth!</q>","-","+","-",5.73958333333333,2.08374557324907
2279,"Item2",4,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are average compared to similar socks, but he still finds them very pleasant.<br>He says, <q>What a fabric!</q>","-","+","-",5.73958333333333,2.08374557324907
2279,"Item14",6,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are normal compared to similar cookies, but she is still very happy about them.<br>She says, <q>What a cookie!</q>","+","+","-",5.70833333333333,2.0921742237338
2279,"Item12",1,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is typical compared to similar songs, and she feels indifferent about it.<br>She says, <q>What a song!</q>","-","-","-",3.19791666666667,1.87290818987993
2279,"Item9",7,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is more interesting than most similar films, and she feels very positive about it.<br>She says, <q>What a movie!</q>","-","+","+",7.53125,2.03109058078866
2279,"Item1",9,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is nicer than most similar views, and he finds it very pleasant.<br>He says, <q>What a view!</q>","-","+","+",7.53125,2.03109058078866
2279,"Item4",1,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","-","-","-",3.19791666666667,1.87290818987993
2279,"Item11",1,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is more lively than most similar markets, but she feels indifferent about it.<br>She says, <q>What a market!</q>","-","-","+",4.29166666666667,1.9189726783753
2279,"Item15",1,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","+","-","+",4.59375,2.05492028274117
2279,"Item5",6,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","+","+","+",8.15625,1.51711724558193
2279,"Item7",1,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","+","-","+",4.59375,2.05492028274117
2279,"Item16",1,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is normal compared to similar dresses, and she is neutral about it.<br>She says, <q>What a dress!</q>","+","-","-",3.36458333333333,1.80128487280121
2279,"Item6",1,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","+","+","-",5.70833333333333,2.0921742237338
2280,"Item14",3,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are normal compared to similar cookies, and she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","+","-","-",3.36458333333333,1.80128487280121
2280,"Item16",9,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, but she still feels very positive about it.<br>She says, <q>What a dress!</q>","-","+","-",5.73958333333333,2.08374557324907
2280,"Item10",4,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is typical compared to similar soups, and she feels indifferent about it.<br>She says, <q>What a broth!</q>","-","-","-",3.19791666666667,1.87290818987993
2280,"Item3",8,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, and he finds it very pleasant.<br>He says, <q>What a shot!</q>","+","+","+",8.15625,1.51711724558193
2280,"Item8",4,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, but he still feels very positive about it.<br>He says, <q>What a flavor!</q>","-","+","-",5.73958333333333,2.08374557324907
2280,"Item9",4,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is more interesting than most similar films, but she feels indifferent about it.<br>She says, <q>What a movie!</q>","-","-","+",4.29166666666667,1.9189726783753
2280,"Item5",3,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is more beautiful than most similar flowers, but he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","+","-","+",4.59375,2.05492028274117
2280,"Item1",5,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is nicer than most similar views, but he still feels neutral about it.<br>He says, <q>What a view!</q>","-","-","+",4.29166666666667,1.9189726783753
2280,"Item7",9,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, and he is very happy about it.<br>He says, <q>What an infusion!</q>","-","+","+",7.53125,2.03109058078866
2280,"Item2",3,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are average compared to similar socks, and he feels neutral about them.<br>He says, <q>What a fabric!</q>","-","-","-",3.19791666666667,1.87290818987993
2280,"Item13",3,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is more soothing than most similar creams, but she has no strong feelings about it.<br>She says, <q>What a cream!</q>","+","-","+",4.59375,2.05492028274117
2280,"Item12",6,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is typical compared to similar songs, but she still finds it very pleasant.<br>She says, <q>What a song!</q>","+","+","-",5.70833333333333,2.0921742237338
2280,"Item15",9,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, and she feels very positive about it.<br>She says, <q>What a game!</q>","-","+","+",7.53125,2.03109058078866
2280,"Item4",7,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, but he still finds it very pleasant.<br>He says, <q>What a dish!</q>","+","+","-",5.70833333333333,2.0921742237338
2280,"Item6",3,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is typical compared to similar stories, and he has no strong feelings about it.<br>He says, <q>What a tale!</q>","+","-","-",3.36458333333333,1.80128487280121
2281,"Item12",6,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is more beautiful than most similar songs, but she feels indifferent about it.<br>She says, <q>What a song!</q>","-","-","+",4.29166666666667,1.9189726783753
2281,"Item9",4,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is typical compared to similar films, and she feels indifferent about it.<br>She says, <q>What a movie!</q>","+","-","-",3.36458333333333,1.80128487280121
2281,"Item13",4,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is average compared to similar creams, and she has no strong feelings about it.<br>She says, <q>What a cream!</q>","-","-","-",3.19791666666667,1.87290818987993
2281,"Item5",3,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is typical compared to similar flowers, and he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","-","-","-",3.19791666666667,1.87290818987993
2281,"Item4",3,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is more flavorful than most similar meals, but he still feels indifferent about it.<br>He says, <q>What a dish!</q>","-","-","+",4.29166666666667,1.9189726783753
2281,"Item15",6,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is normal compared to similar games, but she still feels very positive about it.<br>She says, <q>What a game!</q>","+","+","-",5.70833333333333,2.0921742237338
2281,"Item16",4,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is more elegant than most similar dresses, but she is neutral about it.<br>She says, <q>What a dress!</q>","+","-","+",4.59375,2.05492028274117
2281,"Item10",6,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is more hearty than most similar soups, and she is very happy about it.<br>She says, <q>What a broth!</q>","-","+","+",7.53125,2.03109058078866
